apt_id,place_type,place_name,place_distance
ctx07ze,Military Bases,Fort McPherson,32.8
ypq4vxs,Colleges,Savannah Technical College,7.3
ypq4vxs,Colleges,Savannah College of Art and Design,13.7
ypq4vxs,Colleges,Savannah State University,19.4
ypq4vxs,Shopping Centers,The Market at Rice Hope,2.4
ypq4vxs,Shopping Centers,Waterford Shoppes,2.5
ypq4vxs,Shopping Centers,Twenty-One Centre,3.0
ypq4vxs,Parks and Recreation,Savannah National Wildlife Refuge,10.4
ypq4vxs,Parks and Recreation,Ships of the Sea Maritime Museum,13.4
ypq4vxs,Military Bases,Hunter Army Airfield,20.9
ypq4vxs,Military Bases,Fort Stewart Military Reservation,36.4
ypq4vxs,Military Bases,Marine Corps Recruit Depot,45.1
ypq4vxs,Airports,Savannah/Hilton Head International,11.0
ypq4vxs,Airports,Hilton Head,39.3
ymf5lbr,Colleges,Georgia Perimeter College,6.7
ymf5lbr,Colleges,Gwinnett Technical College,16.2
ymf5lbr,Shopping Centers,Strip Center at 1525 McFarland Rd,0.7
ymf5lbr,Shopping Centers,Strip Center at 765 Mcfarland Pky,1.8
ymf5lbr,Shopping Centers,The Village at Flynn Crossing,2.0
ymf5lbr,Parks and Recreation,Caney Creek Preserve,4.4
ymf5lbr,Parks and Recreation,Webb Bridge Park,5.6
ymf5lbr,Parks and Recreation,Big Creek Greenway,6.9
ymf5lbr,Parks and Recreation,Wills Park,7.0
ymf5lbr,Parks and Recreation,Autrey Mill Nature Preserve,9.6
ymf5lbr,Military Bases,Dobbins Air Force Base,30.2
ymf5lbr,Military Bases,Georgia National Guard,33.2
ymf5lbr,Military Bases,Fort McPherson,34.6
hty7q63,Colleges,Gwinnett Technical College,3.5
hty7q63,Colleges,Georgia Gwinnett College,7.4
hty7q63,Colleges,Georgia Perimeter College,13.9
hty7q63,Shopping Centers,Shops of Huntcrest,0.4
hty7q63,Shopping Centers,The Shoppes of Old Peachtree,0.8
hty7q63,Shopping Centers,Strip Center at 1197 Old Peachtree Rd,0.9
hty7q63,Parks and Recreation,Peachtree Ridge Park,2.1
hty7q63,Parks and Recreation,McDaniel Farm Park,4.6
hty7q63,Parks and Recreation,Rock Springs Park,5.1
hty7q63,Parks and Recreation,George Pierce Park,5.3
hty7q63,Parks and Recreation,Collins Hill Park,5.8
hty7q63,Military Bases,Georgia National Guard,30.7
hty7q63,Military Bases,Fort McPherson,32.1
hty7q63,Military Bases,Dobbins Air Force Base,32.9
xh6gjyq,Colleges,Georgia State University,1.8
xh6gjyq,Colleges,Spelman College,3.9
xh6gjyq,Colleges,Georgia Institute of Technology,4.5
xh6gjyq,Transit / Subway,King Memorial,1.2
xh6gjyq,Transit / Subway,Inman Park/Reynoldstown,1.4
xh6gjyq,Transit / Subway,Georgia State,1.7
xh6gjyq,Transit / Subway,Peachtree Center,2.3
xh6gjyq,Transit / Subway,Edgewood/Candler Park,2.4
xh6gjyq,Shopping Centers,Madison Yards,0.4
xh6gjyq,Shopping Centers,Strip Center at 371 SE Boulevard,0.6
xh6gjyq,Shopping Centers,Glenwood Park,0.6
xh6gjyq,Parks and Recreation,Trees Atlanta,0.3
xh6gjyq,Parks and Recreation,Trees Atlanta TreeHouse,0.8
xh6gjyq,Parks and Recreation,Zoo Atlanta,1.6
xh6gjyq,Parks and Recreation,The Georgia Capitol Museum,1.7
xh6gjyq,Parks and Recreation,Park Pride,2.2
xh6gjyq,Military Bases,Georgia National Guard,2.3
xh6gjyq,Military Bases,Fort McPherson,6.5
xh6gjyq,Military Bases,Fort Gillem,10.8
xh6gjyq,Airports,Hartsfield-Jackson Atlanta International,11.7
6602b5r,Colleges,Life University,3.6
6602b5r,Colleges,Chattahoochee Technical College,6.1
6602b5r,Colleges,"Argosy University, Atlanta",9.0
6602b5r,Shopping Centers,Terrell Mill Junction,0.3
6602b5r,Shopping Centers,Terrell Mill Village,0.3
6602b5r,Shopping Centers,G & H Office Park,0.3
6602b5r,Parks and Recreation,Chattahoochee River NRA - Cochran Shoals / Sope Creek,2.9
6602b5r,Parks and Recreation,Marietta Tree Keepers,6.9
6602b5r,Parks and Recreation,Sandy Springs Historic Site,7.0
6602b5r,Parks and Recreation,Silver Comet Trail,7.7
6602b5r,Parks and Recreation,Chastain Park,7.7
6602b5r,Military Bases,Dobbins Air Force Base,6.0
6602b5r,Military Bases,Georgia National Guard,17.0
6602b5r,Military Bases,Fort McPherson,18.4
6602b5r,Airports,Hartsfield-Jackson Atlanta International,25.2
fnlrrzs,Colleges,Chattahoochee Technical College,7.9
fnlrrzs,Colleges,Life University,8.0
fnlrrzs,Shopping Centers,Highlands of West Village,0.2
fnlrrzs,Shopping Centers,Ivy Walk,0.5
fnlrrzs,Shopping Centers,Strip Center at 4686 Atlanta Rd SE,0.7
fnlrrzs,Parks and Recreation,Silver Comet Trail,2.4
fnlrrzs,Parks and Recreation,Chastain Park,9.2
fnlrrzs,Parks and Recreation,Atlanta History Center,10.2
fnlrrzs,Parks and Recreation,Atlanta Audubon Society,11.6
fnlrrzs,Parks and Recreation,Blue Heron Nature Preserve,11.6
fnlrrzs,Military Bases,Dobbins Air Force Base,6.3
fnlrrzs,Military Bases,Fort McPherson,14.1
fnlrrzs,Military Bases,Georgia National Guard,15.7
fnlrrzs,Airports,Hartsfield-Jackson Atlanta International,19.1
x6q2p0q,Colleges,Georgia Institute of Technology,2.7
x6q2p0q,Colleges,Georgia State University,3.9
x6q2p0q,Colleges,Emory University,5.1
x6q2p0q,Transit / Subway,Arts Center,1.5
x6q2p0q,Transit / Subway,Midtown,1.9
x6q2p0q,Transit / Subway,Lindbergh Center,2.7
x6q2p0q,Shopping Centers,Brookwood Place On Peachtree,0.3
x6q2p0q,Shopping Centers,Brookwood Village,0.5
x6q2p0q,Shopping Centers,Strip Center at 2099 Peachtree Rd,0.8
x6q2p0q,Parks and Recreation,Piedmont Park,1.8
x6q2p0q,Parks and Recreation,Atlanta Botanical Garden,2.2
x6q2p0q,Parks and Recreation,Georgia Conservancy,2.3
x6q2p0q,Parks and Recreation,Atlanta BeltLine Eastside Trail,2.6
x6q2p0q,Parks and Recreation,Atlanta History Center,3.3
x6q2p0q,Military Bases,Georgia National Guard,6.9
x6q2p0q,Military Bases,Fort McPherson,8.0
x6q2p0q,Military Bases,Dobbins Air Force Base,14.5
x6q2p0q,Airports,Hartsfield-Jackson Atlanta International,14.7
lf299ze,Colleges,Georgia State University,2.8
lf299ze,Colleges,Atlanta Metropolitan State College,4.3
lf299ze,Colleges,Atlanta Technical College,5.0
lf299ze,Transit / Subway,King Memorial,2.2
lf299ze,Transit / Subway,Georgia State,2.7
lf299ze,Shopping Centers,Strip Center at 1328-1336 Boulevard SE,0.5
lf299ze,Shopping Centers,Strip Center at 648 Mcdonough Blvd,0.9
lf299ze,Shopping Centers,The Beacon Atlanta,1.1
lf299ze,Parks and Recreation,Zoo Atlanta,1.1
lf299ze,Parks and Recreation,Trees Atlanta,2.1
lf299ze,Parks and Recreation,Trees Atlanta TreeHouse,2.7
lf299ze,Parks and Recreation,The Georgia Capitol Museum,2.7
lf299ze,Parks and Recreation,Park Pride,3.2
lf299ze,Military Bases,Georgia National Guard,0.9
lf299ze,Military Bases,Fort McPherson,5.8
lf299ze,Military Bases,Fort Gillem,9.2
lf299ze,Airports,Hartsfield-Jackson Atlanta International,11.0
4pjtj1h,Colleges,Georgia Institute of Technology,1.1
4pjtj1h,Colleges,Georgia State University,2.3
4pjtj1h,Colleges,Clark Atlanta University,3.2
4pjtj1h,Transit / Subway,Midtown,0.5
4pjtj1h,Transit / Subway,North Avenue,0.8
4pjtj1h,Transit / Subway,Arts Center,0.9
4pjtj1h,Transit / Subway,Civic Center,1.0
4pjtj1h,Transit / Subway,Peachtree Center,1.7
4pjtj1h,Shopping Centers,Viewpoint On The Midtown Mile,0.5
4pjtj1h,Shopping Centers,Strip Center at 1000 Piedmont Ave NE,0.8
4pjtj1h,Shopping Centers,State Street Shops,1.0
4pjtj1h,Parks and Recreation,Georgia Conservancy,0.6
4pjtj1h,Parks and Recreation,Piedmont Park,1.0
4pjtj1h,Parks and Recreation,Atlanta BeltLine Eastside Trail,1.4
4pjtj1h,Parks and Recreation,Georgia Aquarium,1.4
4pjtj1h,Parks and Recreation,Imagine It! The Children's Museum of Atlanta,1.6
4pjtj1h,Military Bases,Georgia National Guard,5.4
4pjtj1h,Military Bases,Fort McPherson,6.3
4pjtj1h,Military Bases,Fort Gillem,14.2
4pjtj1h,Airports,Hartsfield-Jackson Atlanta International,13.1
zwcyjly,Colleges,"Argosy University, Atlanta",1.2
zwcyjly,Colleges,The Art Institute of Atlanta,2.4
zwcyjly,Colleges,Oglethorpe University,4.8
zwcyjly,Transit / Subway,Medical Center,1.3
zwcyjly,Transit / Subway,Dunwoody,1.8
zwcyjly,Transit / Subway,Sandy Springs Station,2.2
zwcyjly,Shopping Centers,Glenridge Point Shopping Center,0.7
zwcyjly,Shopping Centers,Publix At Perimeter,1.3
zwcyjly,Shopping Centers,Hammond Drive Shopping Center,1.3
zwcyjly,Parks and Recreation,Sandy Springs Historic Site,1.9
zwcyjly,Parks and Recreation,Blue Heron Nature Preserve,4.1
zwcyjly,Parks and Recreation,Atlanta Audubon Society,4.1
zwcyjly,Parks and Recreation,Chastain Park,4.2
zwcyjly,Parks and Recreation,Dunwoody Nature Center,4.6
zwcyjly,Military Bases,Dobbins Air Force Base,12.4
zwcyjly,Military Bases,Georgia National Guard,15.5
zwcyjly,Military Bases,Fort McPherson,17.0
zwcyjly,Airports,Hartsfield-Jackson Atlanta International,23.3
bp1p51b,Colleges,Georgia Institute of Technology,1.3
bp1p51b,Colleges,Clark Atlanta University,3.3
bp1p51b,Colleges,Morehouse College,3.4
bp1p51b,Transit / Subway,Arts Center,1.7
bp1p51b,Transit / Subway,Midtown,1.8
bp1p51b,Transit / Subway,North Avenue,2.2
bp1p51b,Transit / Subway,Bankhead,2.2
bp1p51b,Transit / Subway,Civic Center,2.3
bp1p51b,Shopping Centers,White Provisons,0.1
bp1p51b,Shopping Centers,The District At Howell Mill,0.2
bp1p51b,Shopping Centers,Westside Urban Market,0.3
bp1p51b,Parks and Recreation,Georgia Aquarium,2.1
bp1p51b,Parks and Recreation,Piedmont Park,2.1
bp1p51b,Parks and Recreation,Georgia Conservancy,2.2
bp1p51b,Parks and Recreation,Atlanta Botanical Garden,2.5
bp1p51b,Parks and Recreation,Imagine It! The Children's Museum of Atlanta,2.8
bp1p51b,Military Bases,Fort McPherson,6.5
bp1p51b,Military Bases,Georgia National Guard,6.5
bp1p51b,Military Bases,Dobbins Air Force Base,14.3
bp1p51b,Airports,Hartsfield-Jackson Atlanta International,13.3
d4t27el,Colleges,Emory University,2.4
d4t27el,Colleges,Agnes Scott College,2.6
d4t27el,Transit / Subway,Decatur,1.8
d4t27el,Transit / Subway,Avondale,1.9
d4t27el,Shopping Centers,Strip Center at 1652-1656 Church St,0.1
d4t27el,Shopping Centers,Patel Plaza,0.3
d4t27el,Shopping Centers,North Decatur Station,0.5
d4t27el,Parks and Recreation,Glenn Creek Nature Preserve,1.2
d4t27el,Parks and Recreation,Clyde Shepherd Nature Preserve,1.7
d4t27el,Parks and Recreation,South River Watershed Alliance,2.2
d4t27el,Parks and Recreation,Bradley Observatory,2.3
d4t27el,Parks and Recreation,Fernbank Forest & Science Center,2.8
d4t27el,Military Bases,Georgia National Guard,9.1
d4t27el,Military Bases,Fort McPherson,13.9
d4t27el,Military Bases,Fort Gillem,16.6
d4t27el,Airports,Hartsfield-Jackson Atlanta International,18.5
l4sx76d,Colleges,Oglethorpe University,1.9
l4sx76d,Colleges,"Argosy University, Atlanta",4.3
l4sx76d,Colleges,Georgia Perimeter College,5.3
l4sx76d,Transit / Subway,Chamblee,0.7
l4sx76d,Shopping Centers,Chamblee Village,0.1
l4sx76d,Shopping Centers,Strip Center at 5071 Peachtree Industrial Blvd,0.1
l4sx76d,Shopping Centers,Peachtree Market Place,0.3
l4sx76d,Parks and Recreation,Atlanta Audubon Society,5.6
l4sx76d,Parks and Recreation,Blue Heron Nature Preserve,5.7
l4sx76d,Parks and Recreation,Sandy Springs Historic Site,5.8
l4sx76d,Parks and Recreation,Dunwoody Nature Center,6.1
l4sx76d,Parks and Recreation,Chastain Park,7.0
l4sx76d,Military Bases,Georgia National Guard,13.3
l4sx76d,Military Bases,Dobbins Air Force Base,16.1
l4sx76d,Military Bases,Fort McPherson,16.4
l4sx76d,Airports,Hartsfield-Jackson Atlanta International,22.7
j4gzqe4,Colleges,Georgia State University,2.9
j4gzqe4,Colleges,Emory University,2.9
j4gzqe4,Transit / Subway,Edgewood/Candler Park,0.3
j4gzqe4,Transit / Subway,Inman Park/Reynoldstown,0.9
j4gzqe4,Transit / Subway,East Lake,2.0
j4gzqe4,Shopping Centers,Edgewood Retail District,0.7
